image_path,prompt,negative_prompt,tone
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\69087.png,"sarcastic meme about i love pudding pudding my dick where it doesn't belong, reaction shot, stock photo style, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\79658.png,"sarcastic meme about bull shit, the evolved form of nonsense, cinematic lighting, photorealistic, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\47208.png,"sarcastic meme about happy fucking birthday now let's party, photorealistic, natural skin tones, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\38706.png,"sarcastic meme about it's super rare to find a kitchen that has four ovens and three dishwashers, vivid details, reaction shot, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51249.png,"ironic meme about even michelle obama has her bad days, vivid details, reaction shot, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12570.png,"sarcastic meme about when you pick her up for a date and she got hairbands on her wrist, cinematic lighting, vivid details, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\41907.png,"sarcastic meme about what if gordon ramsay voiced a gps? 'great job, you missed the bloody exit you fu**ing disgrace', dramatic scene, cinematic lighting, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\14953.png,"sarcastic meme about the pope flies to greece to tell christians to love muslims i'm just curious, why doesn't he fly to iraq, stock photo style, shallow depth of field, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02385.png,"sarcastic meme about every life is precious, shallow depth of field, natural skin tones, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\23841.png,"meme about 'the squad?' more like 'the gang of four!', cinematic lighting, vivid details, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\64325.png,"meme about i hurt my knee the other day but still gonna go christmas shopping, natural skin tones, dramatic scene, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34971.png,"meme about dashing through the grass im coming to rape your ass, photorealistic, natural skin tones, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10743.png,"ironic meme about move to new york they said it'll be fun they said, reaction shot, cinematic lighting, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20739.png,"ironic meme about the people who give a fuck are right over there, natural skin tones, vintage look, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\16780.png,"ironic meme about education $1000 a child's smile priceless, natural skin tones, reaction shot, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93761.png,"sarcastic meme about even though our people make it hard for us to help them we still love em because we know they were conditioned to be this way, high-contrast photo, cinematic lighting, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46318.png,"sarcastic meme about when you don't have to see your ex future mother-in-lav anymore, photorealistic, high-contrast photo, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\85136.png,"meme about has anyone seen gary? gary is about this tall, dramatic scene, photorealistic, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\59380.png,"meme about mom this popsicle taste like shrimp, stock photo style, cinematic lighting, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51680.png,"meme about when i grow up i'm going to blow up, cinematic lighting, natural skin tones, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93750.png,"ironic meme about teach your kids to drag race and they'll never be able to afford drugs, vivid details, high-contrast photo, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\71265.png,"sarcastic meme about 'when i'm directing traffic at an accident scene and a citizen asks me 'what happened?' 'shark attack.', cinematic lighting, photorealistic, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\42175.png,"sarcastic meme about snakes can open their mouth wider to consume larger animals, natural skin tones, dramatic scene, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20715.png,"sarcastic meme about enriching the mind and body while also enriching our hearts, reaction shot, stock photo style, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\78930.png,"meme about the strength of a father to his daughter, cinematic lighting, dramatic scene, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\19362.png,"meme about i'm so old i remember telling people to eat my ass as an insult not a snack offer, high-contrast photo, cinematic lighting, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\71692.png,"sarcastic meme about i did it for harambe, vintage look, dramatic scene, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96541.png,"sarcastic meme about i don't always listen to socialists... ...but when i do, i buy more ammo, photorealistic, vivid details, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\28059.png,"sarcastic meme about good morning sleepyhead, stock photo style, high-contrast photo, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\07134.png,"sarcastic meme about sexbomb sexbomb you are my sexbomb, vivid details, vintage look, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\69307.png,"sarcastic meme about who needs a human interaction when you've got a loyal animal companion, shallow depth of field, high-contrast photo, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\42638.png,"sarcastic meme about great minds think alike, cinematic lighting, shallow depth of field, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\67402.png,"sarcastic meme about i like my rice crispy please, photorealistic, natural skin tones, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\56821.png,"sarcastic meme about spongebob and patrick look like they're having a rough day, photorealistic, dramatic scene, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46215.png,"sarcastic meme about you think that hoe thinks you're special lol she says that to us too!, stock photo style, reaction shot, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\26741.png,"sarcastic meme about on behalf of nsw go f@#k yourself queensland, vintage look, reaction shot, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\16543.png,"sarcastic meme about when you got somewhere to be but the sheep are blocking the road again, stock photo style, shallow depth of field, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\23849.png,"ironic meme about guns don't kill people clintons kill people, reaction shot, natural skin tones, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\42653.png,"sarcastic meme about we will rebuild, reaction shot, vintage look, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54679.png,"meme about feisch smeil, high-contrast photo, photorealistic, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\79426.png,"sarcastic meme about i wish i was your baby.. so i could spend 9 months inside you, dramatic scene, high-contrast photo, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\65094.png,"ironic meme about in 8 yrs i improved life for millions of illegal aliens, every muslim terrorist group & basically everyone i could except the one country..., high-contrast photo, vintage look, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\35640.png,"sarcastic meme about say it with me folks radical liberal terrorism, vivid details, natural skin tones, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60374.png,"meme about i don' t always wag my tail, but when i do i try to hit everything i can with it, dramatic scene, vintage look, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\56942.png,"sarcastic meme about this is nothing wait til you see my stamp collection, shallow depth of field, dramatic scene, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\92457.png,"sarcastic meme about how you look when someone says something stupid, high-contrast photo, dramatic scene, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\92473.png,"sarcastic meme about opens inbox 'lemme suck your dick' goes to profile its a tranny, stock photo style, cinematic lighting, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\91482.png,"sarcastic meme about i hope one day people will understand that english is a language. not a measure of intelligence, stock photo style, reaction shot, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60971.png,"meme about drink responsibly? shhiiit... responsibility is why i drink, stock photo style, vintage look, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40857.png,"ironic meme about you need to be on top of news, vintage look, cinematic lighting, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\14920.png,"sarcastic meme about cuddle party, cinematic lighting, stock photo style, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10524.png,"sarcastic meme about some people did something again., reaction shot, shallow depth of field, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72608.png,"sarcastic meme about dear lord, thank you for making sure noah put turkey, white tail deer, elk and everything else we hunt on the ark! amen, stock photo style, natural skin tones, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\53817.png,"sarcastic meme about game of the year 1817, vivid details, natural skin tones, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\48309.png,"ironic meme about welcome to new york home of the 3 biggest assholes, dramatic scene, vintage look, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\01564.png,"ironic meme about puts on sunblock doesn't protect from harmful rays, reaction shot, high-contrast photo, stock photo style","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\36842.png,"sarcastic meme about so you're against immigration? splendid! when do you leave?, stock photo style, shallow depth of field, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\97283.png,"meme about lick her shitter like an apple fritter, vivid details, reaction shot, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\24130.png,"meme about true strength comes from within, vivid details, shallow depth of field, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\80317.png,"sarcastic meme about ice cube has been targeted by gay activist for using homophobic lyrics in the past, reaction shot, dramatic scene, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\48316.png,"ironic meme about meanwhile in mexican schools, high-contrast photo, photorealistic, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90127.png,"sarcastic meme about 2015 ford promotion free aaa membership, photorealistic, stock photo style, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\80251.png,"sarcastic meme about we talked about it i agreed dinner would be ready on time in the future, stock photo style, dramatic scene, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96104.png,"sarcastic meme about the ku klux klan killed 3446 blacks in a span of 86 years since 2016 blacks killed 1891 other blacks in chicago alone, vivid details, dramatic scene, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\56709.png,"meme about i've just blocked myself i'm not putting up with my shit either, vivid details, natural skin tones, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\62804.png,"meme about look at this throatagraph, cinematic lighting, dramatic scene, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63410.png,"ironic meme about old people at weddings always poke me and say 'you're next.' so, i started doing the same thing to them at funerals, vintage look, cinematic lighting, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\49810.png,"ironic meme about embrace the freedom of speech, shallow depth of field, cinematic lighting, natural skin tones","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02935.png,"sarcastic meme about copsuckers be like the whole boot daddy, natural skin tones, stock photo style, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\36910.png,"meme about at first i couldn't shoot then i thought 'shit... that's how i'd want to go!, reaction shot, shallow depth of field, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\08476.png,"sarcastic meme about classic anne frank photo, vintage look, shallow depth of field, dramatic scene","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\92514.png,"sarcastic meme about this toaster is on fire, dramatic scene, vivid details, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34629.png,"sarcastic meme about morgan freeman played god in bruce almighty, natural skin tones, reaction shot, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\83560.png,"ironic meme about this is what happens when you're gay in a muslim country, high-contrast photo, stock photo style, shallow depth of field","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90461.png,"meme about kids catch you in the kitchen... 'what's in your mouth?' and i am standing there like, nothing... ', vintage look, reaction shot, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\71596.png,"sarcastic meme about rare photo of two us soldiers held up in japanese war camp, dramatic scene, reaction shot, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63150.png,"sarcastic meme about my favorite vegetable is me!, photorealistic, high-contrast photo, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\62354.png,"meme about when you ready for bed but bae won't leave you alone, vivid details, natural skin tones, photorealistic","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\27418.png,"ironic meme about people love whoever, dramatic scene, natural skin tones, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51073.png,"sarcastic meme about when you call shotgun but the cops put you in the back anyways, cinematic lighting, dramatic scene, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46832.png,"ironic meme about man dresses up to celebrate the chinese new year of the pig, dramatic scene, natural skin tones, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40329.png,"meme about what would i do if she was pregnant, photorealistic, high-contrast photo, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\71486.png,"meme about if you're constantly referring to your skin color or other people's skin color... maybe you're the racist, vivid details, reaction shot, vintage look","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\95264.png,"sarcastic meme about if your refund is more than you paid in taxes you aren't getting 'your taxes' back, you're getting 'my taxes' back!, dramatic scene, vivid details, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\52768.png,"sarcastic meme about i finally stopped drinking for good now i drink for evil, stock photo style, vintage look, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\39560.png,"meme about 'if you see anybody from trump's cabinet in a restaurant, in a department store, at a gasoline station... you create a crowd and push bac..., photorealistic, natural skin tones, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46792.png,"ironic meme about white trash nation, natural skin tones, vintage look, reaction shot","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\47290.png,"ironic meme about there are three types of girls, high-contrast photo, vintage look, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72951.png,"meme about october 31: this year i'm gonna get through no nut november november 1: so that was a fucking lie, high-contrast photo, reaction shot, vivid details","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\47581.png,"meme about my gas bill was this high, vintage look, stock photo style, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",neutral
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54170.png,"ironic meme about when you wake up a minute before you alarm goes off, stock photo style, high-contrast photo, cinematic lighting","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",irony
C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\13042.png,"sarcastic meme about jean claude van ma'am! coming soon to a gamestop near you, 'it's ma'am!!!, cinematic lighting, stock photo style, high-contrast photo","nsfw, hate speech, slur, offensive text, watermark, logo, low quality, blurry, jpeg artifacts, extra fingers, deformed, text overlay, caption text",humor
